Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Signup_Login_Logout,Chrome 72.0.3626.119,,2019-03-06 14:56:13,2019-03-06 14:56:30,16.249s,FAILED
,,,,,,
Test Cases/LaunchApp,Chrome 72.0.3626.119,,2019-03-06 14:56:14,2019-03-06 14:56:23,9.447s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-06 14:56:14,2019-03-06 14:56:18,4.069s,PASSED
"navigateToUrl(""http://192.168.0.171:4000/login"")",Chrome 72.0.3626.119,INVOKE REACTAPP ,2019-03-06 14:56:18,2019-03-06 14:56:20,1.359s,PASSED
maximizeWindow(),Chrome 72.0.3626.119,,2019-03-06 14:56:20,2019-03-06 14:56:21,1.193s,PASSED
,,,,,,
Test Cases/Signup,Chrome 72.0.3626.119,,2019-03-06 14:56:23,2019-03-06 14:56:29,5.825s,FAILED
"click(findTestObject(""Page_login React App/Page_signup React App/button_Signup""))",Chrome 72.0.3626.119,CLICK ON SIGNUP BUTTON,2019-03-06 14:56:24,2019-03-06 14:56:24,0.253s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control""), ""Asha"")",Chrome 72.0.3626.119,ENTER FIRST NAME,2019-03-06 14:56:24,2019-03-06 14:56:24,0.351s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_1""), ""Rajendran"")",Chrome 72.0.3626.119,ENTER LAST NAME,2019-03-06 14:56:24,2019-03-06 14:56:25,0.398s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_11""), ""asharajendran6@gmail.com"")",Chrome 72.0.3626.119,ENTER EMAIL ADDRESS,2019-03-06 14:56:25,2019-03-06 14:56:25,0.592s,PASSED
"setEncryptedText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_14""), ""Qs8BrKvHtI8="")",Chrome 72.0.3626.119,ENTER PASSWORD,2019-03-06 14:56:25,2019-03-06 14:56:25,0.328s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_16""), ""08123258014"")",Chrome 72.0.3626.119,ENTER PHONE NUMBER,2019-03-06 14:56:25,2019-03-06 14:56:26,0.345s,PASSED
"click(findTestObject(""Page_login React App/Page_signup React App/button_Submit""))",Chrome 72.0.3626.119,CLICK ON SUBMIT ,2019-03-06 14:56:26,2019-03-06 14:56:26,0.125s,PASSED
"verifyElementText(findTestObject(""Page_login React App/Page_signup React App/div_Signup Successfully Done""), ""Signup Successfully Done"")",Chrome 72.0.3626.119,VERIFY SUCESSFULL SINGUP,2019-03-06 14:56:26,2019-03-06 14:56:27,0.935s,FAILED
