Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Signup_Login_Logout,Chrome 72.0.3626.119,,2019-03-06 14:57:13,2019-03-06 14:57:29,16.355s,FAILED
,,,,,,
Test Cases/LaunchApp,Chrome 72.0.3626.119,,2019-03-06 14:57:13,2019-03-06 14:57:23,9.614s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-06 14:57:14,2019-03-06 14:57:18,4.243s,PASSED
"navigateToUrl(""http://192.168.0.171:4000/login"")",Chrome 72.0.3626.119,INVOKE REACTAPP ,2019-03-06 14:57:18,2019-03-06 14:57:20,1.378s,PASSED
maximizeWindow(),Chrome 72.0.3626.119,,2019-03-06 14:57:20,2019-03-06 14:57:21,1.202s,PASSED
,,,,,,
Test Cases/Signup,Chrome 72.0.3626.119,,2019-03-06 14:57:23,2019-03-06 14:57:29,5.774s,FAILED
"click(findTestObject(""Page_login React App/Page_signup React App/button_Signup""))",Chrome 72.0.3626.119,CLICK ON SIGNUP BUTTON,2019-03-06 14:57:23,2019-03-06 14:57:24,0.221s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control""), ""Asha"")",Chrome 72.0.3626.119,ENTER FIRST NAME,2019-03-06 14:57:24,2019-03-06 14:57:24,0.326s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_1""), ""Rajendran"")",Chrome 72.0.3626.119,ENTER LAST NAME,2019-03-06 14:57:24,2019-03-06 14:57:24,0.423s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_11""), ""asharajendran7@gmail.com"")",Chrome 72.0.3626.119,ENTER EMAIL ADDRESS,2019-03-06 14:57:24,2019-03-06 14:57:25,0.579s,PASSED
"setEncryptedText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_14""), ""Qs8BrKvHtI8="")",Chrome 72.0.3626.119,ENTER PASSWORD,2019-03-06 14:57:25,2019-03-06 14:57:25,0.285s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_16""), ""08123258014"")",Chrome 72.0.3626.119,ENTER PHONE NUMBER,2019-03-06 14:57:25,2019-03-06 14:57:26,0.382s,PASSED
"click(findTestObject(""Page_login React App/Page_signup React App/button_Submit""))",Chrome 72.0.3626.119,CLICK ON SUBMIT ,2019-03-06 14:57:26,2019-03-06 14:57:26,0.146s,PASSED
"verifyElementText(findTestObject(""Page_login React App/Page_signup React App/div_Signup Successfully Done""), ""Signup Successfully Done"")",Chrome 72.0.3626.119,VERIFY SUCESSFULL SINGUP,2019-03-06 14:57:26,2019-03-06 14:57:27,0.896s,FAILED
