Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login_Logout,Chrome 72.0.3626.121,,2019-03-07 10:53:00,2019-03-07 10:53:44,43.635s,FAILED
,,,,,,
Test Cases/LaunchApp,Chrome 72.0.3626.121,,2019-03-07 10:53:00,2019-03-07 10:53:12,11.175s,PASSED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-07 10:53:01,2019-03-07 10:53:06,5.080s,PASSED
"navigateToUrl(""http://192.168.0.171:4000/login"")",Chrome 72.0.3626.121,INVOKE REACTAPP ,2019-03-07 10:53:06,2019-03-07 10:53:08,2.191s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,2019-03-07 10:53:08,2019-03-07 10:53:10,1.177s,PASSED
,,,,,,
Test Cases/Login,Chrome 72.0.3626.121,,2019-03-07 10:53:12,2019-03-07 10:53:31,19.068s,FAILED
"setText(findTestObject(""Page_login React App/input_Submit_form-control""), ""asharajendran89@gmail.com"")",Chrome 72.0.3626.121,ENTER EMAIL ADDRESS,2019-03-07 10:53:12,2019-03-07 10:53:29,16.721s,FAILED
,,,,,,
Test Cases/Logout,Chrome 72.0.3626.121,,2019-03-07 10:53:31,2019-03-07 10:53:43,12.494s,FAILED
"click(findTestObject(""Page_login React App/button_Logout""))",Chrome 72.0.3626.121,TO LOGOUT FROM THE REACT APP,2019-03-07 10:53:31,2019-03-07 10:53:41,10.091s,FAILED
