Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login_Logout,Chrome 72.0.3626.119,,2019-03-06 13:44:07,2019-03-06 13:45:37,1m - 30.519s,FAILED
,,,,,,
Test Cases/Base/Login,Chrome 72.0.3626.119,,2019-03-06 13:44:07,2019-03-06 13:44:51,44.099s,FAILED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-06 13:44:08,2019-03-06 13:44:13,5.061s,PASSED
"navigateToUrl(""http://192.168.0.171:4000/login"")",Chrome 72.0.3626.119,INVOKE REACTAPP ,2019-03-06 13:44:13,2019-03-06 13:44:15,1.522s,PASSED
maximizeWindow(),Chrome 72.0.3626.119,,2019-03-06 13:44:15,2019-03-06 13:44:16,1.166s,PASSED
"setText(findTestObject(""Page_React App/input_Submit_form-control""), ""asharaje8ndran89@gmail.com"")",Chrome 72.0.3626.119,ENTER EMAIL ADDRESS,2019-03-06 13:44:16,2019-03-06 13:44:17,0.646s,PASSED
"setEncryptedText(findTestObject(""Page_React App/input_Submit_form-control_1""), ""Qs8BrKvHtI8="")",Chrome 72.0.3626.119,ENTER PASSWORD,2019-03-06 13:44:17,2019-03-06 13:44:17,0.296s,PASSED
"click(findTestObject(""Object Repository/Page_React App/button_Submit""))",Chrome 72.0.3626.119,CLICK ON LOGIN,2019-03-06 13:44:17,2019-03-06 13:44:17,0.155s,PASSED
"verifyElementPresent(findTestObject(""Page_React App/label_Profile name""), 30, STOP_ON_FAILURE)",Chrome 72.0.3626.119,VERIFY SUCESSFULL LOGIN,2019-03-06 13:44:17,2019-03-06 13:44:49,32.185s,FAILED
,,,,,,
Test Cases/Base/Logout,Chrome 72.0.3626.119,,2019-03-06 13:44:51,2019-03-06 13:45:37,45.451s,FAILED
"click(findTestObject(""Object Repository/Page_React App/button_Logout""))",Chrome 72.0.3626.119,TO LOGOUT FROM THE REACT APP,2019-03-06 13:44:52,2019-03-06 13:45:35,42.862s,FAILED
