Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login_Logout,Chrome 72.0.3626.119,,2019-03-06 13:54:54,2019-03-06 13:56:12,1m - 18.744s,FAILED
,,,,,,
Test Cases/Base/Login,Chrome 72.0.3626.119,,2019-03-06 13:54:54,2019-03-06 13:55:38,44.228s,FAILED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-06 13:54:55,2019-03-06 13:54:58,3.721s,PASSED
"navigateToUrl(""http://192.168.0.171:4000/login"")",Chrome 72.0.3626.119,INVOKE REACTAPP ,2019-03-06 13:54:58,2019-03-06 13:55:02,3.706s,PASSED
maximizeWindow(),Chrome 72.0.3626.119,,2019-03-06 13:55:02,2019-03-06 13:55:03,1.226s,PASSED
"setText(findTestObject(""Page_React App/input_Submit_form-control""), ""asharaje8ndran89@gmail.com"")",Chrome 72.0.3626.119,ENTER EMAIL ADDRESS,2019-03-06 13:55:03,2019-03-06 13:55:04,0.443s,PASSED
"setEncryptedText(findTestObject(""Page_React App/input_Submit_form-control_1""), ""Qs8BrKvHtI8="")",Chrome 72.0.3626.119,ENTER PASSWORD,2019-03-06 13:55:04,2019-03-06 13:55:04,0.296s,PASSED
"click(findTestObject(""Object Repository/Page_React App/button_Submit""))",Chrome 72.0.3626.119,CLICK ON LOGIN,2019-03-06 13:55:04,2019-03-06 13:55:04,0.130s,PASSED
"verifyElementPresent(findTestObject(""Page_React App/label_Profile name""), 30, STOP_ON_FAILURE)",Chrome 72.0.3626.119,VERIFY SUCESSFULL LOGIN,2019-03-06 13:55:04,2019-03-06 13:55:36,31.807s,FAILED
,,,,,,
Test Cases/Base/Logout,Chrome 72.0.3626.119,,2019-03-06 13:55:38,2019-03-06 13:56:12,33.635s,FAILED
"click(findTestObject(""Object Repository/Page_React App/button_Logout""))",Chrome 72.0.3626.119,TO LOGOUT FROM THE REACT APP,2019-03-06 13:55:38,2019-03-06 13:56:10,31.249s,FAILED
