Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Signup_Login_Logout,Chrome 72.0.3626.119,,2019-03-06 14:52:54,2019-03-06 14:53:18,23.093s,FAILED
,,,,,,
Test Cases/LaunchApp,Chrome 72.0.3626.119,,2019-03-06 14:52:55,2019-03-06 14:53:05,9.776s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-06 14:52:55,2019-03-06 14:53:00,4.262s,PASSED
"navigateToUrl(""http://192.168.0.171:4000/login"")",Chrome 72.0.3626.119,INVOKE REACTAPP ,2019-03-06 14:53:00,2019-03-06 14:53:01,1.474s,PASSED
maximizeWindow(),Chrome 72.0.3626.119,,2019-03-06 14:53:01,2019-03-06 14:53:02,1.219s,PASSED
,,,,,,
Test Cases/Signup,Chrome 72.0.3626.119,,2019-03-06 14:53:05,2019-03-06 14:53:10,5.757s,FAILED
"click(findTestObject(""Page_login React App/Page_signup React App/button_Signup""))",Chrome 72.0.3626.119,CLICK ON SIGNUP BUTTON,2019-03-06 14:53:05,2019-03-06 14:53:05,0.238s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control""), ""Asha"")",Chrome 72.0.3626.119,ENTER FIRST NAME,2019-03-06 14:53:05,2019-03-06 14:53:06,0.422s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_1""), ""Rajendran"")",Chrome 72.0.3626.119,ENTER LAST NAME,2019-03-06 14:53:06,2019-03-06 14:53:06,0.374s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_11""), ""asharajendran6@gmail.com"")",Chrome 72.0.3626.119,ENTER EMAIL ADDRESS,2019-03-06 14:53:06,2019-03-06 14:53:07,0.623s,PASSED
"setEncryptedText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_14""), ""Qs8BrKvHtI8="")",Chrome 72.0.3626.119,ENTER PASSWORD,2019-03-06 14:53:07,2019-03-06 14:53:07,0.261s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_16""), ""08123258014"")",Chrome 72.0.3626.119,ENTER PHONE NUMBER,2019-03-06 14:53:07,2019-03-06 14:53:07,0.402s,PASSED
"click(findTestObject(""Page_login React App/Page_signup React App/button_Submit""))",Chrome 72.0.3626.119,CLICK ON SUBMIT ,2019-03-06 14:53:07,2019-03-06 14:53:07,0.159s,PASSED
"verifyElementText(findTestObject(""Page_login React App/Page_signup React App/div_Signup Successfully Done""), ""Signup Successfully Done"")",Chrome 72.0.3626.119,VERIFY SUCESSFULL SINGUP,2019-03-06 14:53:07,2019-03-06 14:53:08,0.782s,FAILED
,,,,,,
Test Cases/Login,Chrome 72.0.3626.119,,2019-03-06 14:53:10,2019-03-06 14:53:14,3.769s,PASSED
"setText(findTestObject(""Page_login React App/input_Submit_form-control""), ""asharajendran89@gmail.com"")",Chrome 72.0.3626.119,ENTER EMAIL ADDRESS,2019-03-06 14:53:11,2019-03-06 14:53:11,0.579s,PASSED
"setEncryptedText(findTestObject(""Page_login React App/input_Submit_form-control_1""), ""Qs8BrKvHtI8="")",Chrome 72.0.3626.119,ENTER PASSWORD,2019-03-06 14:53:11,2019-03-06 14:53:12,0.252s,PASSED
"click(findTestObject(""Page_login React App/button_Submit""))",Chrome 72.0.3626.119,CLICK ON LOGIN,2019-03-06 14:53:12,2019-03-06 14:53:12,0.170s,PASSED
"verifyElementPresent(findTestObject(""Page_login React App/label_Profile name""), 30, STOP_ON_FAILURE)",Chrome 72.0.3626.119,VERIFY SUCESSFULL LOGIN,2019-03-06 14:53:12,2019-03-06 14:53:12,0.203s,PASSED
,,,,,,
Test Cases/Logout,Chrome 72.0.3626.119,,2019-03-06 14:53:14,2019-03-06 14:53:18,3.443s,PASSED
"click(findTestObject(""Page_login React App/button_Logout""))",Chrome 72.0.3626.119,TO LOGOUT FROM THE REACT APP,2019-03-06 14:53:15,2019-03-06 14:53:15,0.159s,PASSED
closeBrowser(),Chrome 72.0.3626.119,TO CLOSE BROWSER,2019-03-06 14:53:15,2019-03-06 14:53:15,0.776s,PASSED
