Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Signup_Login_Logout,Chrome 72.0.3626.119,,2019-03-06 15:22:34,2019-03-06 15:22:50,16.772s,FAILED
,,,,,,
Test Cases/LaunchApp,Chrome 72.0.3626.119,,2019-03-06 15:22:34,2019-03-06 15:22:44,10.243s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-06 15:22:35,2019-03-06 15:22:39,4.647s,PASSED
"navigateToUrl(""http://192.168.0.171:4000/login"")",Chrome 72.0.3626.119,INVOKE REACTAPP ,2019-03-06 15:22:39,2019-03-06 15:22:41,1.589s,PASSED
maximizeWindow(),Chrome 72.0.3626.119,,2019-03-06 15:22:41,2019-03-06 15:22:42,1.170s,PASSED
,,,,,,
Test Cases/Signup,Chrome 72.0.3626.119,,2019-03-06 15:22:44,2019-03-06 15:22:50,5.491s,FAILED
"click(findTestObject(""Page_login React App/Page_signup React App/button_Signup""))",Chrome 72.0.3626.119,CLICK ON SIGNUP BUTTON,2019-03-06 15:22:45,2019-03-06 15:22:45,0.325s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control""), ""Asha"")",Chrome 72.0.3626.119,ENTER FIRST NAME,2019-03-06 15:22:45,2019-03-06 15:22:45,0.299s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_1""), ""Rajendran"")",Chrome 72.0.3626.119,ENTER LAST NAME,2019-03-06 15:22:45,2019-03-06 15:22:46,0.376s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_11""), ""asharajendran8@gmail.com"")",Chrome 72.0.3626.119,ENTER EMAIL ADDRESS,2019-03-06 15:22:46,2019-03-06 15:22:46,0.501s,PASSED
"setEncryptedText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_14""), ""Qs8BrKvHtI8="")",Chrome 72.0.3626.119,ENTER PASSWORD,2019-03-06 15:22:46,2019-03-06 15:22:47,0.325s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_16""), ""08123498014"")",Chrome 72.0.3626.119,ENTER PHONE NUMBER,2019-03-06 15:22:47,2019-03-06 15:22:47,0.391s,PASSED
"click(findTestObject(""Page_login React App/Page_signup React App/button_Submit""))",Chrome 72.0.3626.119,CLICK ON SUBMIT ,2019-03-06 15:22:47,2019-03-06 15:22:47,0.186s,PASSED
"verifyTextPresent(""Signup Successfully Done"", false)",Chrome 72.0.3626.119,VERIFY SUCESSFULL SINGUP,2019-03-06 15:22:47,2019-03-06 15:22:48,0.563s,FAILED
