Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Signup_Login_Logout,Chrome 72.0.3626.119,,2019-03-06 15:00:26,2019-03-06 15:00:46,19.818s,FAILED
,,,,,,
Test Cases/LaunchApp,Chrome 72.0.3626.119,,2019-03-06 15:00:26,2019-03-06 15:00:39,12.078s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-06 15:00:27,2019-03-06 15:00:33,5.317s,PASSED
"navigateToUrl(""http://192.168.0.171:4000/login"")",Chrome 72.0.3626.119,INVOKE REACTAPP ,2019-03-06 15:00:33,2019-03-06 15:00:35,2.519s,PASSED
maximizeWindow(),Chrome 72.0.3626.119,,2019-03-06 15:00:35,2019-03-06 15:00:37,1.186s,PASSED
,,,,,,
Test Cases/Signup,Chrome 72.0.3626.119,,2019-03-06 15:00:39,2019-03-06 15:00:45,6.698s,FAILED
"click(findTestObject(""Page_login React App/Page_signup React App/button_Signup""))",Chrome 72.0.3626.119,CLICK ON SIGNUP BUTTON,2019-03-06 15:00:39,2019-03-06 15:00:40,0.519s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control""), ""Asha"")",Chrome 72.0.3626.119,ENTER FIRST NAME,2019-03-06 15:00:40,2019-03-06 15:00:40,0.481s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_1""), ""Rajendran"")",Chrome 72.0.3626.119,ENTER LAST NAME,2019-03-06 15:00:40,2019-03-06 15:00:41,0.495s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_11""), ""asharajendran8@gmail.com"")",Chrome 72.0.3626.119,ENTER EMAIL ADDRESS,2019-03-06 15:00:41,2019-03-06 15:00:42,0.801s,PASSED
"setEncryptedText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_14""), ""Qs8BrKvHtI8="")",Chrome 72.0.3626.119,ENTER PASSWORD,2019-03-06 15:00:42,2019-03-06 15:00:42,0.379s,PASSED
"setText(findTestObject(""Page_login React App/Page_signup React App/input__form-control_16""), ""08123498014"")",Chrome 72.0.3626.119,ENTER PHONE NUMBER,2019-03-06 15:00:42,2019-03-06 15:00:42,0.470s,PASSED
"click(findTestObject(""Page_login React App/Page_signup React App/button_Submit""))",Chrome 72.0.3626.119,CLICK ON SUBMIT ,2019-03-06 15:00:42,2019-03-06 15:00:43,0.200s,PASSED
"verifyTextPresent(""Signup Successfully Done"", false)",Chrome 72.0.3626.119,VERIFY SUCESSFULL SINGUP,2019-03-06 15:00:43,2019-03-06 15:00:43,0.625s,FAILED
