Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login_Logout,Firefox 47.0,,2019-03-06 13:53:18,2019-03-06 13:54:51,1m - 32.876s,FAILED
,,,,,,
Test Cases/Base/Login,Firefox 47.0,,2019-03-06 13:53:18,2019-03-06 13:54:17,58.712s,FAILED
"openBrowser("""")",Firefox 47.0,,2019-03-06 13:53:19,2019-03-06 13:53:37,18.032s,PASSED
"navigateToUrl(""http://192.168.0.171:4000/login"")",Firefox 47.0,INVOKE REACTAPP ,2019-03-06 13:53:37,2019-03-06 13:53:41,4.275s,PASSED
maximizeWindow(),Firefox 47.0,,2019-03-06 13:53:41,2019-03-06 13:53:42,0.093s,PASSED
"setText(findTestObject(""Page_React App/input_Submit_form-control""), ""asharaje8ndran89@gmail.com"")",Firefox 47.0,ENTER EMAIL ADDRESS,2019-03-06 13:53:42,2019-03-06 13:53:43,1.563s,PASSED
"setEncryptedText(findTestObject(""Page_React App/input_Submit_form-control_1""), ""Qs8BrKvHtI8="")",Firefox 47.0,ENTER PASSWORD,2019-03-06 13:53:43,2019-03-06 13:53:43,0.322s,PASSED
"click(findTestObject(""Object Repository/Page_React App/button_Submit""))",Firefox 47.0,CLICK ON LOGIN,2019-03-06 13:53:43,2019-03-06 13:53:44,0.197s,PASSED
"verifyElementPresent(findTestObject(""Page_React App/label_Profile name""), 30, STOP_ON_FAILURE)",Firefox 47.0,VERIFY SUCESSFULL LOGIN,2019-03-06 13:53:44,2019-03-06 13:54:15,31.295s,FAILED
,,,,,,
Test Cases/Base/Logout,Firefox 47.0,,2019-03-06 13:54:17,2019-03-06 13:54:51,33.648s,FAILED
"click(findTestObject(""Object Repository/Page_React App/button_Logout""))",Firefox 47.0,TO LOGOUT FROM THE REACT APP,2019-03-06 13:54:18,2019-03-06 13:54:49,31.122s,FAILED
